menu_port_attack|당신은 {s1} 항구를 공격하고 있습니다. 당신은 {reg11}명의 적군에 맞서 싸울 수 있는 {reg10}명의 병력을 보유하고 있습니다.
mno_lead_attack|병사들을 이끌고 해안 상륙 공격을 가합니다.
mno_attack_stay_back|당신이 뒤에 머무는 동안 병사들에게 공격을 명령합니다...
mno_abandon_attack|공격을 중단합니다.
menu_castle_besiege|당신은 {s4}을(를) 포위 공격하고 있습니다. {s2} ^^{s15} {s16} {s17} {s18} {s19} {s20} {s21} {s22}
mno_siege_request_meeting|성의 지휘관과의 회담을 요청합니다.
mno_siege_warfare_p|공성 전략 (공성 계획).
mno_siege_assault_p|공성 전략 (전투 준비).
mno_siege_assault_camp|당신의 공성 캠프를 둘러봅니다.
mno_wait_24_hours|내일까지 기다립니다.
mno_lift_siege|포위를 포기합니다.
menu_siege_plan|당신은 조언자들과 만나 가능한 적은 사상자로 {s4}을(를) 계획하고 점령하려 합니다. 당신의 전략은 기아와 사기 저하로 이곳을 굴복시키는 것일 수 있습니다.^^{s15} {s17} {s18} {s19} {s20}
mno_build_circunvalation|봉쇄망: {s4}의 주요 거점마다 검문소를 구축합니다. (250명 필요).
mno_close_circunvalation|검문소들이 완공되었습니다. 이제 적극적인 감시를 명령합니다.
mno_town_investigar|방어 시설 조사: 내부로 몰래 잠입을 시도합니다. (추적술)
mno_traicion_interna|{s4}의 방어 시설 내에서 배신자를 찾습니다.
mno_traicion_interna3|배신자를 찾아 보낸 부하들로부터 소식이 있습니까?
mno_infiltracion_interna|이곳에 침투시키기 위해 몇몇 부하들을 보냅니다.
mno_infiltracion_interna3|침투시키기 위해 보낸 부하들로부터 소식이 있습니까?
mno_build_varios|전염병을 방지하기 위해 위생 시설의 건설을 명령합니다.
mno_destruir_campos_a|비축 물자를 보충하고 적에게 타격을 주기 위해 농장을 약탈합니다.
mno_destruir_campos_b|농장을 약탈하러 보낸 부하들로부터 소식이 있습니까?
menu_siege_assault|이제 시간 싸움입니다. 당신은 그들의 지원군 도착을 염려하고 있습니다. 전투는 큰 사상자를 가져올 것입니다, 그러나 당신은 마음을 굳게 먹었습니다.^^{s17} {s18} {s19}
mno_scout_investigar|{s4}에 대한 보고를 위해 정찰병들을 부릅니다.
mno_poniendo_elementos_mantles|선발대에게 화살 방패를 배치하라고 명령합니다.
mno_poniendo_elementos|선발대에게 습격을 준비하라고 명령합니다.
mno_castle_lead_attack|시간이 되었습니다. 병력들을 이끌고 돌격합니다!
mno_build_mantlet|화살 방패를 제작합니다.
mno_build_ladders|장비를 구축하고 습격을 위해 지면을 정리합니다.
mno_build_siege_tower|요새를 습격하기 위해 공성탑과 기타 장비를 구축합니다. 습격은 많은 사상자를 낼 수 있습니다.
menu_siege_attack_meets_sally|수비대는 당신의 부대를 요격하러 성 밖으로 나와 공격을 시작했습니다.
menu_nofood_siege_defenders_sally|식량 부족으로 인해 절망에 빠진 {s4}의 수비대원들이 포위를 풀기 위한 시도로 성 밖으로 출격합니다.
menu_surrender_siege_defenders_starved|{s4}의 수비대원들은 더 이상 버틸 수 없습니다. 식량 부족이 그들을 쇠약하게 만들었습니다. 이미 가장 약한 자들은 굶주림으로 죽었으며, 어떤 경우에는 그 필요성 때문에 식인 행위로 이어지기도 했습니다.^{s4}은(는) 항복할 준비가 되었습니다...
menu_castle_attack_walls_simulate2|{s4}^^아군 사상자: {s8}^^적군 사상자: {s10}
menu_sneak_into_town_suceeded2|변장을 하고 어둠을 틈타 당신은 {s4}에 잠입했습니다. 이제 그들의 방어 시설을 정찰할 시간입니다.
menu_construct_saneamiento|위생 시설은 쥐와 질병을 예방하는 데 중요합니다. 비로 인한 진흙과 오물의 축적을 막기 위해 간이 화장실과 파이프라인을 건설하고, 사용 가능한 용수를 확보하기 위해 저수지를 파는 것이 가능합니다. 그렇게 하시겠습니까?^이 작업은 4시간이 소요됩니다.
mno_build_saneamiento|그렇게 합니다.
menu_construct_circunvalation|장소를 봉쇄하는 것은 공성전 동안 당신의 부대를 보호하고, 일부 적 저격병을 피하는 데 도움을 주며, 식량과 구원군의 진입을 막습니다. 또한 적의 사기를 낮추고 장소의 항복을 협상하는 데 도움을 줍니다.^^기계술 기술이 가장 높은({reg2}) 부대원으로서, {reg3?당신은:{s3}은(는)}} 장소 주변에 봉쇄망을 구축하는 데 {reg4}시간이 걸릴 것이라고 추정합니다.
mno_build_circun_cont|그렇게 합니다.
menu_traicion_interna2|당신의 공성 작업이 방어자들을 낙담시키기 시작했습니다. 당신의 병사들 중 일부는 {s4}의 수비대나 주민들과 접촉하여 누군가 반역을 저지르고 정복을 용이하게 할 의사가 있는지 떠볼 용의가 있습니다. 그들은 이 작업에 500 페닝이 필요합니다.
mno_intentar_traicion|병사들을 보내 내부에서 호응할 수비대 내의 내부 협력자를 찾아봅니다.
menu_traicion_resultado1|그들은 아무런 성과 없이 돌아왔습니다. 수비대 중 아무도 협력을 할 의향이 있는 자가 없었습니다.
mno_back_behind|재수가 없었군.
menu_traicion_resultado2|지휘관님! 우리 부하들이 성벽 근처에서 발각되었습니다. 그들은 {s4}에서 싸우며 탈출하고 있습니다. 저기 출구를 보십시오. 그들이 도망치려 하지만 포위되었습니다...
mno_ayudar_infiltrados|명령: 그들을 돕기 위해 추가 병력을 보냅니다.
mno_leave_men|부하들을 그들의 운명에 맡깁니다. 그들은 어떤 일이 닥칠지 알고 있었습니다.
menu_traicion_resultado3|부하들이 돌아왔습니다. 내부의 배신자가 창고에 불을 질렀으며 곧 {s4}에서 도망쳐 당신의 군대에 합류할 것입니다. 적은 그 때문에 많은 식량 비축분을 잃게 될 것입니다.
mno_back_to_siege|완벽하군.
menu_traicion_resultado4|부하들이 돌아왔습니다. 그들은 수비대의 일과를 아는 배신자가 있다고 보고하며, 그는 적들이 성벽 밖 근처 시냇가로 용수를 구하러 올 때 소규모 부대를 이끌고 매복 공격을 할 의사가 있습니다...
mno_atacar_emboscada_player|당신의 가장 가까운 동료들과 함께 직접 갑니다.
mno_atacar_emboscada|명령: 매복을 수행하기 위해 배신자와 함께 한 무리의 부하들을 보냅니다.
mno_leave_men1|불안하군요. 잊어버리십시오.
menu_emboscada_player|초목 사이로 이동하여 당신은 적들을 기습했고 성공적으로 제압했습니다. 이제 수비대는 부하들을 밖으로 내보내는 것을 망설이게 될 것입니다.
mno_victory_bang|승리!
menu_emboscada_nada|부하들은 성벽 위의 감시하는 눈을 피해 초목의 엄호를 받으며 이동했지만, 접선 장소에 도착했을 때 그곳에는 아무도 없었습니다. 배신자로 추정되는 자가 발각되었거나 마음을 바꾼 것 같습니다. 당신의 부하들은 실망하여 돌아옵니다.
mno_emboscada_nanai|젠장, 또 다른 기회가 있겠지.
menu_emboscada_lose|경보! 반역입니다! 반역자로 추정되는 자가 당신의 부하들을 매복지로 유인했습니다. 그들은 전장에 많은 사람을 남겨둔 채 필사적으로 싸우고 있습니다.
mno_regreso_lucha|최악의 상황이군.
menu_emboscada_victory|배신자가 밤을 틈타 우물로 가는 길을 통제하는 언덕으로 부하들을 인도합니다. 부하들은 얼굴을 검게 칠한 채 초목 속에서 정적 속에 자리를 잡았습니다. 동틀 무렵, 당신의 부하들은 물가에 있는 대규모 적군을 발견했습니다.^^전투의 함성이 계곡을 채우고 당신의 병사들이 죽음의 파도처럼 적에게 달려들어... 많은 자를 죽였습니다.
menu_traicion_resultado5|부하들이 돌아왔을 때, 그들은 배급을 관리하는 사람과 접촉했다고 말하며, 그는 동료 시민들에게 불만을 심어주기 위해 식량 가격을 올리기로 약속했습니다. 이는 그들이 요새를 포기할 가능성을 더 높게 만들 것입니다.
mno_traicion_moral|완벽해!
menu_traicion_lucha|당신의 부하들과 적군이 성벽 발치에서 사투를 벌이고 있으며, 그곳의 모든 상황은 당신의 군대에 불리합니다. 당신은 그들이 싸우며 당신 쪽으로 후퇴하는 것을 지켜봅니다. 많은 시신이 뒤에 남겨졌습니다.^^아군 사상자: {s8}^^적군 사상자: {s10}
mno_regreso_luchar|이런, 하지만 누구도 뒤에 남기지 않는다.
menu_infiltracion_resultado1|그들은 소식 없이 돌아왔습니다. 그들은 정착지에 들어갈 수 없었습니다.
mno_back_behindi|그저 운이 나빴던 것 같군.
menu_infiltracion_resultado2|부하들이 {s4}의 수비대에게 발각되었습니다. 불행히도 아무도 돌아오지 못했습니다. 그들은 모두 죽거나 사로잡혔습니다.
mno_muertos_infiltrado|끔찍한 소식이군.
menu_infiltracion_resultado3|승리입니다! 그들이 여러 식량 저장고를 불태우는 데 성공했습니다. 적은 낙담했습니다. 아마도 그들의 항복을 요청할 때인 것 같습니다.
mno_back_to_siegei|좋아, 그들에게 벌꿀주 한 통을 내려주어라.
menu_infiltracion_resultado3_c|승리입니다! 그들은 많은 가축을 죽이고 물 저장고를 오염시켰습니다. 적은 사기가 떨어졌고 그들의 영주는 명성을 일부 잃었습니다. 아마도 그들의 항복을 요청할 때인 것 같습니다.
mno_back_to_siegein|좋아, 그들에게 벌꿀주 한 통을 내려주어라.
menu_infiltracion_resultado4|당신의 부하들이 돌아왔습니다. 그들은 적 전사 중 일부가 불만에 가득 차 있으며, 당신의 편으로 전향하도록 설득이 되었다고 보고합니다. 당신이 동의한다면 그들은 밤중에 요새를 빠져나와 당신의 부대에 합류할 것입니다. 또한 그들은 떠나기 전에, 당신의 공성에 도움이 될만한 공작도 서슴치 않겠다고 전해왔습니다.
mno_aceptar_si|그들을 환영합니다.
menu_infiltracion_resultado4_c|당신의 병사들이 돌아왔습니다. 그들은 우물 근처의 수원지에 독을 풀어넣었다고 말했습니다. 이것은 적의 수비대를 질병으로 고통받게 만들 것입니다.
mno_aceptar_oki|좋은 소식이군. 이것으로 적들의 수비대를 줄일 수 있겠어.
menu_infiltracion_resultado5|적들이 침투를 시도하던 병사들의 머리가 담긴 자루를 보내왔습니다. 그것을 본 당신의 병사들은 공포에 질려, 당신의 진영에서 탈영하고 있습니다.
mno_infiltracion_morali|겁쟁이들! 어째서 머리 몇개 담긴 자루 따위에 겁을 먹지? 그놈들은 전사인가, 아니면 가축인가?
mno_infiltracion_morali2|우리를 향한 이 모욕을 피로 씻어내리라!
menu_campos_cercanos1|{reg59?마님:주군}, 우리가 도착했을 땐 이미 농장과 식량이 불타고 없었습니다. 더불어 수확할 수 있는 시기가 아니기 때문에 아무런 식량도 얻을 수 없었습니다.
mno_back_behind_d|고생 많았다. 개의치 마라.
menu_campos_cercanos2|{reg59?마님:주군}, 우리가 도착했을 땐 이미 농장과 식량이 불타고 없었으나, 마침 수확철이라 풍족한 양의 식량을 확보할 수 있었습니다.
mno_back_behind_c|훌륭해, 식량은 언제라도 환영이야.
menu_campos_cercanos2_c|{reg59?마님:주군}, 우리가 도착했을 땐 이미 농장과 식량이 불타고 없었습니다. 곡식이 아직 덜 여물었지만 먹을 수는 있는 수준이라 꽤 많은 식량을 얻을 수 있었습니다.
mno_back_behind_cc|훌륭해, 식량은 언제라도 환영이야.
menu_campos_cercanos3|{reg59?마님:주군}, 우리가 들판에 불을 놓아 태워버렸으나, 이미 수확이 끝난 뒤라 남은 곡식은 없었습니다. 대신 농부들이 미처 데려가지 못한 가축들을 일부 데려왔습니다.
mno_back_behind_bc|식량은 언제라도 환영이야.
menu_campos_cercanos4|우리는 문제에 직면했습니다. 이미 그 곳은 불에 타 초토화되어 있었고, 수비대의 지원을 받은 농민들이 우리의 병사들을 공격했습니다.^^아군 사상자: {s8}^^적군 사상자: {s10}
mno_back_behind_ac|끔찍한 소식이군!
menu_poner_escaleras|당신의 선봉대는 사다리와 삽, 기타 공성 도구를 앞세워 진격했습니다. 당신은 당신의 병사들이 적들의 사격에 대비해 갑옷을 입고, 화살비 사이를 뚫고 진군하는 것을 보았습니다. 당신의 심장은 뼛속까지 고동쳤습니다. 모든 전투가 그렇듯이 전장의 전율과 공포 그리고 흐르는 땀방울은 언제나 생에 첫 전투처럼 강렬합니다. 당신은 병사들에게 방패 벽 대형을 짜서 스스로를 보호하라 명령했습니다.^^아군 사상자: {s8}^^적군 사상자: {s10}
mno_back_behind_esc1|당신의 부대가 적을 맞닥뜨렸습니다. 이제는 당신의 차례입니다...
menu_poner_escaleras_mantlets|당신의 선봉대는 사다리와 대형 방패, 삽, 기타 공성 도구를 앞세워 진격했습니다. 당신은 당신의 병사들이 적들의 사격에 대비해 갑옷을 입고, 화살비 사이를 뚫고 진군하는 것을 보았습니다. 당신의 심장은 뼛속까지 고동쳤습니다. 모든 전투가 그렇듯이 전장의 전율과 공포 그리고 흐르는 땀방울은 언제나 생에 첫 전투처럼 강렬합니다. 당신은 병사들에게 방패 벽 대형을 짜서 스스로를 보호하라 명령했습니다. 대형방 패 덕분에 많은 목숨을 아낄 수 있었습니다.^^아군 사상자: {s8}^^적군 사상자: {s10}
mno_back_behind_esc2|당신의 부대가 적을 맞닥뜨렸습니다. 이제는 당신의 차례입니다...
menu_informacion_ciudad|정찰병이 당신 앞에 섰습니다: '{s11}^{s12}{s1}{s5}{s17}'
mno_regreso_luchain|중요한 정보를 알려주어 고맙소!
menu_build_mantles2|대형 방패는 당신의 병사들이 공성 장비를 사용하려 할 때 그들의 목숨을 보호해 줄 것입니다. 부대에서 가장 높은 기계술({reg2}) 지식을 가진 {reg3?당신에 의하면:{s3}에 의하면} 대형 방패를 제작하는 데 {reg4}시간이 걸릴 것입니다.
mno_build_mantles|착수합니다.
menu_construct_ladders|부대에서 가장 높은 기계술({reg2}) 지식을 가진 {reg3?당신에 의하면:{s3}에 의하면} 돌격에 필요한 장비를 제작하는 데 {reg4}시간이 걸릴 것입니다.
mno_build_ladders_cont|착수합니다.
menu_construct_siege_tower|부대에서 가장 높은 기계술({reg2}) 지식을 가진 {reg3?당신에 의하면:{s3}에 의하면} 공성 탑과 기타 장비를 제작하는 데 {reg4}시간이 걸릴 것입니다.
mno_build_siege_tower_cont|제작을 시작합니다.
menu_castle_attack_walls_simulate|{s4}^^아군 사상자: {s8}^^적군 사상자: {s10}
menu_castle_attack_walls_with_allies_simulate|{s4}^^아군 사상자: {s8}^동맹군 사상자: {s9}^^적군 사상자: {s10}
menu_castle_taken|{s60}을(를) 위한 전투가 거의 끝났습니다. 당신의 병력은 이 {reg2?도시:요새}를 약탈하기를 원하고 있습니다. {s10} 당신은 적당히 재물을 챙기고 이곳을 적에게 남겨둔 채 떠날 수도 있고, 혹은 이곳을 완전히 초토화하여 막대한 전리품을 얻고 거주민들을 노예로 삼아 적에게 쓸모없게 만들 수도 있습니다.
mno_saqueo_noallowed|이 {reg2?도시:요새}를 정복하되, 약탈은 금지한다.
mno_keep_plunder|{reg2?도시:요새}를 정복하고 약탈한다.
mno_saqueo_normal|이 {reg2?도시:요새}를 약탈한 뒤 떠난다.
mno_saqueo_total|이곳을 초토화하고 떠난다.
menu_castle_taken_plunder|당신은 이 {reg2?도시:요새}를 약탈하여 {reg7} 페닝을 거두었습니다.
menu_castle_taken_native|{s3}은(는) 당신의 부대에 의해 함락되었으며, 이제 당신이 이 {reg2?도시:요새}를 완전히 장악했습니다. {reg1?당신은 적들의 탈환 시도에 대비해 이곳에 병력을 주둔시켜야 합니다. 또한, 당신이 직접 이곳을 다스릴지 혹은 충실한 봉신에게 수여할지 결정해야 합니다...:}
menu_castle_taken_keepplunder|{s3}은(는) 당신의 부대에 의해 함락되었으며, 이제 당신이 이 {reg2?도시:요새}를 완전히 장악했습니다. 당신의 병사들은 거리를 누비며 가능한 많은 물건을 챙기기 시작했고, {reg2?도시:요새}는 약탈당했습니다. 당신은 {reg7} 페닝을 모았습니다. {reg1?당신은 적들의 탈환 시도에 대비해 이곳에 병력을 주둔시켜야 합니다. 또한, 당신이 직접 이곳을 다스릴지 혹은 충실한 봉신에게 수여할지 결정해야 합니다...:}
menu_castle_taken_2|{s3}은(는) 당신의 부대에 의해 함락되었으며, 이제 당신이 이 요새를 완전히 장악했습니다. 이제 당신의 주군인 {s9}에게 승전보를 보낼 시간입니다. {s5}
mno_castle_taken_claim|승리에 대한 보상으로 {s3}을(를) 나의 영지로 수여해 주시길 요청합니다.
mno_castle_taken_claim_2|승리에 대한 보상으로 {s3}을(를) 나의 {reg59?남편:아내}의 영지로 수여해 주시길 요청합니다.
mno_castle_taken_no_claim|아무런 보상도 요구하지 않습니다.
menu_saqueo_loot_continue|이 정착지는 당신에게 약탈당한 피해로부터 아직 회복되지 않았습니다.
menu_requested_castle_granted_to_another|당신은 주군인 {s3}(으)로부터 서신을 받았습니다.^^ '짐은 {s2}을(를) 점령한 자네의 용맹한 공로를 매우 기쁘게 생각하네. 자네의 승전보는 우리 모두를 즐겁게 하였네. 하나, 자네가 요청한 영지의 소유권에 대해서는, 자네가 이미 왕국 내에 충분한 크기의 영지를 소유하고 있다고 판단되어 그 요청을 받아줄 수 없네. 대신 원정 비용으로 {reg6} 페닝을 보낼 터이니, {s2}은(는) {s5}에게 수여하도록 하겠네.'
mno_accept_decision|결정을 받아들입니다.
mno_leave_faction|이것은 나에 대한 모욕이다! {reg4?그녀:그}에 대한 충성 맹세를 철회하겠다!
menu_requested_castle_granted_to_another_female|당신은 주군인 {s3}(으)로부터 서신을 받았습니다.^^ '짐은 {s2}을(를) 점령한 자네의 용맹한 공로를 매우 기쁘게 생각하네. 하나, 자네가 자네 남편을 위해 요청한 영지의 소유권에 대해서는, 그가 이미 왕국 내에 충분한 크기의 영지를 소유하고 있다고 판단되어 그 요청을 받아줄 수 없네. 대신 원정 비용으로 {reg6} 페닝을 보낼 터이니, {s2}은(는) {s5}에게 수여하도록 하겠네.'
mno_accept_decision2|결정을 받아들입니다.
menu_leave_faction|충성 맹세를 철회하는 것은 중대한 결정입니다. 당신의 주군은 당신을 비난하고 영지를 몰수할 수도 있습니다. 하나, 당신이 스스로 영지를 반환한다면 {reg4?그녀:그}는 당신에게 배신의 책임을 묻지 않을 것입니다.
mno_leave_faction_give_back|맹세를 철회하고 영지를 반환합니다.
